title,category,price,image,quick_desc,long_desc,additional_info
Mavic Pro Fisherman’s Friend Bait Dropper,Mavic Pro Accessories,R 2995,"https://www.droneworld.co.za/wp-content/uploads/2017/06/Mavic-Bait-Side-1-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/06/Mavic-Bait-Back-1-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/06/Mavic-Bait-Front-1-600x400.jpg",What’s in the box? Drive unit attached to the release boom and LED cover. Mounting band USB charger Instruction leaflet. Drone not included *Drone not included*,"Product Description Designed specifically for the DJI Mavic Pro Main features: Mounts to your drone in seconds, no tools required. Is fully autonomous and self-sufficient with its own rechargeable battery, No need to modify your Mavic in any manner nor do you need to open it. Does not interfere with landing sensors which remain unobstructed and fully functional. Lifts the load centrally under all 4 props to ensure equal loading, Is activated by the front LED lights of your drone which can easily be turned on and off using your C1 or C2 buttons on your drone’s remote. Alternatively, you can set your drones camera that when you start recording that it automatically switches the lights off, stop the record and the lights are back on and the device is in its closed position, All 3 flight LED lights remain fully functional and visible, Can do more than 50 drops on a single charge, Has more than 2 weeks standby time if left on accidentally, Can drop your fishing line 500m far out, more if you are braver than us. The Mavic can lift and fly with 400-450g Max, it can lift more but we don’t recommend doing so. Weighs less than 50grams.","Additional Information Special Feature Fishing Solutions, New Combo or Accessory Accessories"
DJI Spark Quick-release Folding Propellers (Set of 2),Spark Accessories,R 195,"https://www.droneworld.co.za/wp-content/uploads/2017/05/Spark-Props1-600x385.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/05/Spark-Props-2-600x386.jpg",Foldable and light. Push type design allows for quick mounting and detaching.,,
Carry Case for the DJI Goggles,Spark Accessories,R 375,"https://www.droneworld.co.za/wp-content/uploads/2017/08/DJI-Goggles-Bag-1-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/DJI-Goggles-Bag-2-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/DJI-Goggles-Bag-3-600x600.jpg","This DJI Goggles Case is specially designed to store and protect your DJI Goggles and its accessories. Made of high quality materials, this DJI Goggles Case is extremely durable. Perfect design, practicality and comfort to ensure that your DJI Goggles and accessories stays safe during transport.",,
Remote Pilots License through UAV Industries,Courses,R 26500,https://www.droneworld.co.za/wp-content/uploads/2017/07/RPL-Product-600x400.jpg,"Classroom training covers a wide range of subjects, followed by multiple choice examinations. – Air Law – Flight Planning and Navigation – Meteorology – Human Factors – Principles of Flight – Technical aspects and related items – Recapitulation of coursework and practical planning session Once exams have been completed, students will be required to complete: – Restricted Radio Licence training – English Proficiency Exam, which includes an oral interview with examiner. The practical training component of the course includes 1-2-1 flight training with a qualified, experienced Flight Instructor, which culminates in a skills test with a Designated Flight Examiner","Product Description UAV Industries – Remote Pilot Licence (RPL) If you want to earn from your drone flying skills you will need to get a remote pilot licence (RPL) in order to do so legally. UAV Industries is an Approved Training Organisation (ATO) by SA CAA to undertake the training for RPL Licenses. With certified training facilities in Cape Town and Midrand and an experienced team of skilled flight instructors, we offer both full time and flexible training options and can arrange discounted accommodation for out of town students. Important notice: Operating a drone for commercial purposes without the correct licences is illegal and can lead to prosecution, so please make sure you understand the SA drone laws. Further legal requirements can be found on the CAA website . Course Details: What’s included: What’s excluded: Length: Theory: 6 days of class instruction including exams Practical: 2-6 weeks depending on individual learning speed Training Facility Locations: Cape Town Midrand Prerequisites: 18 years + Cost: R26,500 INCLUSIVE of VAT Every week in either Cape Town and Midrand All ground school classes Course printed material Classroom lunch Flight training on approved simulators and RPAS with an approved instructor Practical Restricted Radio Licence course and Radio exam Language Proficiency exam All relevant exams for ground school (first sitting only) Designated Flight Examiner (DFE) Test for one rating (Multi-Rotor, Airplane or Helicopter) CAA application process Class 4 Medical Certificate as required and to be presented before the start of the course. Additional exams / re-writes (R300 each) Missed flight training sessions (without 24 hr prior notice)",
Spark Extended Landing Gear,Spark Accessories,R 195,"https://www.droneworld.co.za/wp-content/uploads/2017/08/Spark-Legs-1-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/Spark-Legs-2-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/Spark-legs-3-600x600.jpg",Give your Spark more ground clearance and protect the camera and gimbal while landing on rough terrain.,,
Droneworld Phantom 4 Fisherman’S Friend Bait Dropper,Farm Security and Drone Fishing,R 2995,"https://www.droneworld.co.za/wp-content/uploads/2016/08/P4-Bait-Dropper-45-1-600x432.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/08/P4-Bait-Dropper-Bottom-600x432.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/08/P4-Bait-Dropper-Side-600x432.jpg, https://www.droneworld.co.za/wp-content/uploads/2016/08/dropper-4-600-x-500-600x500.jpg",Designed specifically for the DJI Phantom 4 Main features: Mounts to your drone in under 2 minutes with only a screw driver and a cutter to snip the zip ties short. *Drone not included,"Product Description Designed specifically for the DJI Phantom 4 Main features: Mounts to your drone in under 2 minutes with only a screw driver and a cutter to snip the zip ties short, Is fully autonomous and self-sufficient with its own rechargeable battery, No need to modify your drone in any manner nor do you need to open it, Lifts the load centrally under all 4 props to ensure equal loading, All electronics and entire drive is kept far away from the light-bridge antennas and compasses that are located in all 4 the drones legs. Thus ensuring interference-free operation of your drone even at long distances, Is activated by the front LED lights of your drone which can easily be turned on and off using your C1 or C2 buttons on your drone’s remote. Alternatively, you can set your drones camera that when you start recording that it automatically switches the lights off, stop the record and the lights are back on and the device is in its closed position, All 4 flight LED lights remain fully functional and visible (No LED is covered up), Can do more than 50 drops on a single charge, Has more than 2 weeks standby time if left on accidentally, Can drop you fishing line over a kilometre far out, Sleek and light it is barely noticeable on the drone and can be left attached indefinitely, it is so small and well mounted that the drone can be stored in its original packaging without any modifications. Weighs less than 50grams. What’s in the box? Drive unit attached to the release boom and replacement LED cover, 4 zip ties, 2 mounting screws and plugs. USB charger","Additional Information Special Feature Fishing Solutions, New Combo or Accessory Accessories"
Spark Protective Case,Spark Accessories,R 495,"https://www.droneworld.co.za/wp-content/uploads/2017/08/Spark-Bag-3-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/Spark-bag-2-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/Spark-bag-1-600x600.jpg",A protective carry case that can also function as a sling bag. You can fit all of you spark accessories and more in this case.,,
DJI Spark Battery Charging Hub,Spark Accessories,R 1295,https://www.droneworld.co.za/wp-content/uploads/2017/05/Spark-Charging-Hub-600x386.jpg,Efficiently charge three Spark batteries at the same time. Prolonged battery life with the intelligent current-limiting feature.,,
Mavic Golf Ball Release Bait Dropper Add-on [ Is this the female version?],Farm Security and Drone Fishing,R 1295,"https://www.droneworld.co.za/wp-content/uploads/2018/04/IMG_0309-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2018/04/IMG_0310-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2018/04/IMG_0317-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2018/04/IMG_0319-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2018/04/IMG_0320-600x600.jpg",Please Note: This is an add-on for the original Mavic Pro Bait Dropper . *Drone not included*,"Product Description Designed specifically for the DJI Mavic Air Main features: Mounts to your drone in seconds, no tools required. Is fully autonomous and self-sufficient with its own rechargeable battery, No need to modify your drone in any manner nor do you need to open it. Does not interfere with landing sensors which remain unobstructed and fully functional. Lifts the load centrally under all 4 props to ensure equal loading, Is activated by the front LED lights of your drone which can easily be turned on and off using one of the two programable buttons on your drone’s remote. Alternatively, you can set your drones camera that when you start recording that it automatically switches the lights off, stop the record and the lights are back on and the device is in its closed position. Can do more than 50 drops on a single charge, Has more than 2 weeks standby time if left on accidentally, Can drop a light fishing lure 200m far out, more if you are braver than us. The Mavic Air can lift and fly with 150-200g Max, it can lift more but we don’t recommend doing so. Weighs less than 50grams. What’s in the box? Drive unit attached to the release boom and LED cover. Mounting band USB charger Instruction leaflet. Drone not included","Additional Information Special Feature Fishing Solutions, New Combo or Accessory Accessories"
Mavic Pro Propeller Cage [Where safety is paramount] includes 4 special QD  props for when the cages is on,Mavic Pro Accessories,R 2495,"https://www.droneworld.co.za/wp-content/uploads/2017/06/Cage1-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/06/Cage2-600x400.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/06/Cage3-600x400.jpg",Ensures overall flight safety. Protects people and objects from spinning propellers.,"Product Description The Mavic Pro Propeller Cage from DJI is specifically designed to protect people and objects from the spinning propellers, improving overall flight safety. The aircraft becomes heavier after mounting it bringing the flight time to approximately 12 minutes, depending on conditions. The cage is suitable for flying indoors, in areas with obstacles, and with Tripod mode enabled. Note: This cage is not compatible with standard Mavic propellers (8330). Please use it together with the shorter 7728 Quick-Release Folding Propellers (three pairs included).",
Mavic Air Fisherman’s Friend Bait Dropper,Farm Security and Drone Fishing,R 2995,https://www.droneworld.co.za/wp-content/uploads/2018/04/D7AA4FF7-7031-44AA-B074-990C51688BB3-510x584.jpeg,What’s in the box? Drive unit attached to the release boom and LED cover. Mounting band USB charger Instruction leaflet. Drone not included *Drone not included*,"Product Description Designed specifically for the DJI Mavic Air Main features: Mounts to your drone in seconds, no tools required. Is fully autonomous and self-sufficient with its own rechargeable battery, No need to modify your drone in any manner nor do you need to open it. Does not interfere with landing sensors which remain unobstructed and fully functional. Lifts the load centrally under all 4 props to ensure equal loading, Is activated by the front LED lights of your drone which can easily be turned on and off using one of the two programable buttons on your drone’s remote. Alternatively, you can set your drones camera that when you start recording that it automatically switches the lights off, stop the record and the lights are back on and the device is in its closed position. Can do more than 50 drops on a single charge, Has more than 2 weeks standby time if left on accidentally, Can drop a light fishing lure 200m far out, more if you are braver than us. The Mavic Air can lift and fly with 150-200g Max, it can lift more but we don’t recommend doing so. Weighs less than 50grams. What’s in the box? Drive unit attached to the release boom and LED cover. Mounting band USB charger Instruction leaflet. Drone not included","Additional Information Special Feature Fishing Solutions, New Combo or Accessory Accessories"
